Year,Month,Member State,Product,Begin Date,End Date,Price(€/100kg)
2020,Jun,Slovenia,Raw milk,01/06/2020,30/06/2020,30.1
2020,Jun,Slovakia,Raw milk,01/06/2020,30/06/2020,31.84
2020,Jun,Finland,Raw milk,01/06/2020,30/06/2020,37.77
2020,Jun,Sweden,Raw milk,01/06/2020,30/06/2020,34.32
2020,Jul,European Union,Raw milk,01/07/2020,31/07/2020,32.7797562
2020,Jul,Belgium,Raw milk,01/07/2020,31/07/2020,29.56
2020,Jul,Bulgaria,Raw milk,01/07/2020,31/07/2020,30.94
2020,Jul,Czechia,Raw milk,01/07/2020,31/07/2020,30.26
2020,Jul,Denmark,Raw milk,01/07/2020,31/07/2020,34.11
2020,Jul,Germany,Raw milk,01/07/2020,31/07/2020,31.83
2020,Jul,Estonia,Raw milk,01/07/2020,31/07/2020,27.71
2020,Jul,Ireland,Raw milk,01/07/2020,31/07/2020,32.83
2020,Jul,Greece,Raw milk,01/07/2020,31/07/2020,38.48
2020,Jul,Spain,Raw milk,01/07/2020,31/07/2020,31.55
2020,Jul,France,Raw milk,01/07/2020,31/07/2020,35.38
2020,Jul,Croatia,Raw milk,01/07/2020,31/07/2020,32.49
2020,Jul,Italy,Raw milk,01/07/2020,31/07/2020,34.64
2020,Jul,Cyprus,Raw milk,01/07/2020,31/07/2020,56.82
2020,Jul,Latvia,Raw milk,01/07/2020,31/07/2020,26.48
2020,Jul,Lithuania,Raw milk,01/07/2020,31/07/2020,25.49
2020,Jul,Hungary,Raw milk,01/07/2020,31/07/2020,28.59
2020,Jul,Malta,Raw milk,01/07/2020,31/07/2020,50.18
2020,Jul,Netherlands,Raw milk,01/07/2020,31/07/2020,33
2020,Jul,Austria,Raw milk,01/07/2020,31/07/2020,36.24
2020,Jul,Poland,Raw milk,01/07/2020,31/07/2020,29.84
2020,Jul,Portugal,Raw milk,01/07/2020,31/07/2020,29.64
2020,Jul,Romania,Raw milk,01/07/2020,31/07/2020,29.7
2020,Jul,Slovenia,Raw milk,01/07/2020,31/07/2020,30.16
2020,Jul,Slovakia,Raw milk,01/07/2020,31/07/2020,31.62
2020,Jul,Finland,Raw milk,01/07/2020,31/07/2020,37.51
2020,Jul,Sweden,Raw milk,01/07/2020,31/07/2020,33.87
2020,Aug,European Union,Raw milk,01/08/2020,31/08/2020,33.109092
2020,Aug,Belgium,Raw milk,01/08/2020,31/08/2020,29.47
2020,Aug,Bulgaria,Raw milk,01/08/2020,31/08/2020,31.16
2020,Aug,Czechia,Raw milk,01/08/2020,31/08/2020,30.74
2020,Aug,Denmark,Raw milk,01/08/2020,31/08/2020,34.11
2020,Aug,Germany,Raw milk,01/08/2020,31/08/2020,32.02
2020,Aug,Estonia,Raw milk,01/08/2020,31/08/2020,27.58
2020,Aug,Ireland,Raw milk,01/08/2020,31/08/2020,33.89
2020,Aug,Greece,Raw milk,01/08/2020,31/08/2020,38.51
2020,Aug,Spain,Raw milk,01/08/2020,31/08/2020,31.55
2020,Aug,France,Raw milk,01/08/2020,31/08/2020,35.4
2020,Aug,Croatia,Raw milk,01/08/2020,31/08/2020,32.39
2020,Aug,Italy,Raw milk,01/08/2020,31/08/2020,34.56
2020,Aug,Cyprus,Raw milk,01/08/2020,31/08/2020,57.15
2020,Aug,Latvia,Raw milk,01/08/2020,31/08/2020,26.91
2020,Aug,Lithuania,Raw milk,01/08/2020,31/08/2020,26.16
2020,Aug,Hungary,Raw milk,01/08/2020,31/08/2020,28.83
2020,Aug,Malta,Raw milk,01/08/2020,31/08/2020,50.83
2020,Aug,Netherlands,Raw milk,01/08/2020,31/08/2020,34
2020,Aug,Austria,Raw milk,01/08/2020,31/08/2020,37.26
2020,Aug,Poland,Raw milk,01/08/2020,31/08/2020,30.79
2020,Aug,Portugal,Raw milk,01/08/2020,31/08/2020,29.74
2020,Aug,Romania,Raw milk,01/08/2020,31/08/2020,29.73
2020,Aug,Slovenia,Raw milk,01/08/2020,31/08/2020,30.26
2020,Aug,Slovakia,Raw milk,01/08/2020,31/08/2020,31.59
2020,Aug,Finland,Raw milk,01/08/2020,31/08/2020,37.83
2020,Aug,Sweden,Raw milk,01/08/2020,31/08/2020,34.06
2020,Sep,European Union,Raw milk,01/09/2020,30/09/2020,33.954472
2020,Sep,Belgium,Raw milk,01/09/2020,30/09/2020,30.56
2020,Sep,Bulgaria,Raw milk,01/09/2020,30/09/2020,31.16
2020,Sep,Czechia,Raw milk,01/09/2020,30/09/2020,30.49
2020,Sep,Denmark,Raw milk,01/09/2020,30/09/2020,34.67
2020,Sep,Germany,Raw milk,01/09/2020,30/09/2020,33.25
2020,Sep,Estonia,Raw milk,01/09/2020,30/09/2020,28.36
2020,Sep,Ireland,Raw milk,01/09/2020,30/09/2020,36.61
2020,Sep,Greece,Raw milk,01/09/2020,30/09/2020,38.56
2020,Sep,Spain,Raw milk,01/09/2020,30/09/2020,31.17
2020,Sep,France,Raw milk,01/09/2020,30/09/2020,36.71
2020,Sep,Croatia,Raw milk,01/09/2020,30/09/2020,32.84
2020,Sep,Italy,Raw milk,01/09/2020,30/09/2020,34.98
2020,Sep,Cyprus,Raw milk,01/09/2020,30/09/2020,56.73
2020,Sep,Latvia,Raw milk,01/09/2020,30/09/2020,27.55
2020,Sep,Lithuania,Raw milk,01/09/2020,30/09/2020,28.15
2020,Sep,Hungary,Raw milk,01/09/2020,30/09/2020,28.52
2020,Sep,Malta,Raw milk,01/09/2020,30/09/2020,51.57
2020,Sep,Netherlands,Raw milk,01/09/2020,30/09/2020,33.75
2020,Sep,Austria,Raw milk,01/09/2020,30/09/2020,38.32
2020,Sep,Poland,Raw milk,01/09/2020,30/09/2020,31.38
2020,Sep,Portugal,Raw milk,01/09/2020,30/09/2020,30.24
2020,Sep,Romania,Raw milk,01/09/2020,30/09/2020,30.05
2020,Sep,Slovenia,Raw milk,01/09/2020,30/09/2020,30.97
2020,Sep,Slovakia,Raw milk,01/09/2020,30/09/2020,31.75
2020,Sep,Finland,Raw milk,01/09/2020,30/09/2020,39.06
2020,Sep,Sweden,Raw milk,01/09/2020,30/09/2020,35.02
2020,Oct,European Union,Raw milk,01/10/2020,31/10/2020,35.0743751
2020,Oct,Belgium,Raw milk,01/10/2020,31/10/2020,31.68
2020,Oct,Bulgaria,Raw milk,01/10/2020,31/10/2020,31.77
2020,Oct,Czechia,Raw milk,01/10/2020,31/10/2020,30.64
2020,Oct,Denmark,Raw milk,01/10/2020,31/10/2020,35.61
2020,Oct,Germany,Raw milk,01/10/2020,31/10/2020,34.7
2020,Oct,Estonia,Raw milk,01/10/2020,31/10/2020,28.9
2020,Oct,Ireland,Raw milk,01/10/2020,31/10/2020,39.14
2020,Oct,Greece,Raw milk,01/10/2020,31/10/2020,38.58
2020,Oct,Spain,Raw milk,01/10/2020,31/10/2020,32.72
2020,Oct,France,Raw milk,01/10/2020,31/10/2020,37.77
2020,Oct,Croatia,Raw milk,01/10/2020,31/10/2020,33.56
2020,Oct,Italy,Raw milk,01/10/2020,31/10/2020,35.49
2020,Oct,Cyprus,Raw milk,01/10/2020,31/10/2020,58
2020,Oct,Latvia,Raw milk,01/10/2020,31/10/2020,28.29
2020,Oct,Lithuania,Raw milk,01/10/2020,31/10/2020,30.53
2020,Oct,Hungary,Raw milk,01/10/2020,31/10/2020,29.4
2020,Oct,Malta,Raw milk,01/10/2020,31/10/2020,52.48
2020,Oct,Netherlands,Raw milk,01/10/2020,31/10/2020,34.25
2020,Oct,Austria,Raw milk,01/10/2020,31/10/2020,39.36
2020,Oct,Poland,Raw milk,01/10/2020,31/10/2020,32.51
2020,Oct,Portugal,Raw milk,01/10/2020,31/10/2020,30.37
2020,Oct,Romania,Raw milk,01/10/2020,31/10/2020,32.21
2020,Oct,Slovenia,Raw milk,01/10/2020,31/10/2020,31.68
2020,Oct,Slovakia,Raw milk,01/10/2020,31/10/2020,32.38
2020,Oct,Finland,Raw milk,01/10/2020,31/10/2020,39.74
2020,Oct,Sweden,Raw milk,01/10/2020,31/10/2020,36.25
2020,Nov,European Union,Raw milk,01/11/2020,30/11/2020,35.331492
2020,Nov,Belgium,Raw milk,01/11/2020,30/11/2020,31.89
2020,Nov,Bulgaria,Raw milk,01/11/2020,30/11/2020,32.14
2020,Nov,Czechia,Raw milk,01/11/2020,30/11/2020,31.99
2020,Nov,Denmark,Raw milk,01/11/2020,30/11/2020,35.59
2020,Nov,Germany,Raw milk,01/11/2020,30/11/2020,35.05
2020,Nov,Estonia,Raw milk,01/11/2020,30/11/2020,29.5
2020,Nov,Ireland,Raw milk,01/11/2020,30/11/2020,39.14
2020,Nov,Greece,Raw milk,01/11/2020,30/11/2020,38.64
2020,Nov,Spain,Raw milk,01/11/2020,30/11/2020,33.11
2020,Nov,France,Raw milk,01/11/2020,30/11/2020,36.87
2020,Nov,Croatia,Raw milk,01/11/2020,30/11/2020,33.99
2020,Nov,Italy,Raw milk,01/11/2020,30/11/2020,35.82
2020,Nov,Cyprus,Raw milk,01/11/2020,30/11/2020,58.5
2020,Nov,Latvia,Raw milk,01/11/2020,30/11/2020,28.89
2020,Nov,Lithuania,Raw milk,01/11/2020,30/11/2020,31.52
2020,Nov,Hungary,Raw milk,01/11/2020,30/11/2020,30.27
2020,Nov,Malta,Raw milk,01/11/2020,30/11/2020,51.89
2020,Nov,Netherlands,Raw milk,01/11/2020,30/11/2020,34.25
2020,Nov,Austria,Raw milk,01/11/2020,30/11/2020,40.07
2020,Nov,Poland,Raw milk,01/11/2020,30/11/2020,34.51
2020,Nov,Portugal,Raw milk,01/11/2020,30/11/2020,30.57
2020,Nov,Romania,Raw milk,01/11/2020,30/11/2020,32.5
2020,Nov,Slovenia,Raw milk,01/11/2020,30/11/2020,32.3
2020,Nov,Slovakia,Raw milk,01/11/2020,30/11/2020,32.39
2020,Nov,Finland,Raw milk,01/11/2020,30/11/2020,39.89
2020,Nov,Sweden,Raw milk,01/11/2020,30/11/2020,37.88
2020,Dec,European Union,Raw milk,01/12/2020,31/12/2020,35.3902061
2020,Dec,Belgium,Raw milk,01/12/2020,31/12/2020,32.59
2020,Dec,Bulgaria,Organic raw milk,01/12/2020,31/12/2020,44.45
2020,Dec,Bulgaria,Raw milk,01/12/2020,31/12/2020,32.47
2020,Dec,Czechia,Organic raw milk,01/12/2020,31/12/2020,41.12
2020,Dec,Czechia,Raw milk,01/12/2020,31/12/2020,32.51
2020,Dec,Denmark,Raw milk,01/12/2020,31/12/2020,33.73
2020,Dec,Germany,Raw milk,01/12/2020,31/12/2020,35.11
2020,Dec,Estonia,Raw milk,01/12/2020,31/12/2020,29.6
2020,Dec,Ireland,Raw milk,01/12/2020,31/12/2020,37.49
2020,Dec,Greece,Organic raw milk,01/12/2020,31/12/2020,53.49
2020,Dec,Greece,Raw milk,01/12/2020,31/12/2020,38.88
2020,Dec,Spain,Raw milk,01/12/2020,31/12/2020,32.91
2020,Dec,France,Raw milk,01/12/2020,31/12/2020,37.04
2020,Dec,Croatia,Raw milk,01/12/2020,31/12/2020,34.43
2020,Dec,Italy,Raw milk,01/12/2020,31/12/2020,35.9
2020,Dec,Cyprus,Organic raw milk,01/12/2020,31/12/2020,109.7
2020,Dec,Cyprus,Raw milk,01/12/2020,31/12/2020,58.75
2020,Dec,Latvia,Raw milk,01/12/2020,31/12/2020,29.54
2020,Dec,Lithuania,Organic raw milk,01/12/2020,31/12/2020,37.7
2020,Dec,Lithuania,Raw milk,01/12/2020,31/12/2020,31.62
2020,Dec,Hungary,Raw milk,01/12/2020,31/12/2020,30.7
2020,Dec,Malta,Raw milk,01/12/2020,31/12/2020,51.37
2020,Dec,Netherlands,Raw milk,01/12/2020,31/12/2020,35.19
2020,Dec,Austria,Organic raw milk,01/12/2020,31/12/2020,48.39
2020,Dec,Austria,Raw milk,01/12/2020,31/12/2020,41.41
2020,Dec,Poland,Raw milk,01/12/2020,31/12/2020,34.69
2020,Dec,Portugal,Raw milk,01/12/2020,31/12/2020,30.68
2020,Dec,Romania,Raw milk,01/12/2020,31/12/2020,32.43
2020,Dec,Slovenia,Raw milk,01/12/2020,31/12/2020,31.34
2020,Dec,Slovakia,Raw milk,01/12/2020,31/12/2020,32.38
2020,Dec,Finland,Raw milk,01/12/2020,31/12/2020,39.58
2020,Dec,Sweden,Organic raw milk,01/12/2020,31/12/2020,41.47
2020,Dec,Sweden,Raw milk,01/12/2020,31/12/2020,37.93
2019,Jan,European Union,Raw milk,01/01/2019,31/01/2019,35.312027
2019,Jan,European Union + UK,Raw milk,01/01/2019,31/01/2019,35.04
2019,Jan,Belgium,Raw milk,01/01/2019,31/01/2019,33.86
2019,Jan,Bulgaria,Raw milk,01/01/2019,31/01/2019,30.94
2019,Jan,Czechia,Raw milk,01/01/2019,31/01/2019,34.66
2019,Jan,Denmark,Raw milk,01/01/2019,31/01/2019,34.16
2019,Jan,Germany,Raw milk,01/01/2019,31/01/2019,35.47
2019,Jan,Estonia,Raw milk,01/01/2019,31/01/2019,31.71
2019,Jan,Ireland,Raw milk,01/01/2019,31/01/2019,34.28
2019,Jan,Greece,Raw milk,01/01/2019,31/01/2019,38.88
2019,Jan,Spain,Raw milk,01/01/2019,31/01/2019,32.04
2019,Jan,France,Raw milk,01/01/2019,31/01/2019,36.12
2019,Jan,Croatia,Raw milk,01/01/2019,31/01/2019,33.96
2019,Jan,Italy,Raw milk,01/01/2019,31/01/2019,39.51
2019,Jan,Cyprus,Raw milk,01/01/2019,31/01/2019,58.07
2019,Jan,Latvia,Raw milk,01/01/2019,31/01/2019,30.21
2019,Jan,Lithuania,Raw milk,01/01/2019,31/01/2019,30.61
2019,Jan,Hungary,Raw milk,01/01/2019,31/01/2019,31.08
2019,Jan,Malta,Raw milk,01/01/2019,31/01/2019,48.22
2019,Jan,Netherlands,Raw milk,01/01/2019,31/01/2019,36.25
2019,Jan,Austria,Raw milk,01/01/2019,31/01/2019,38.25
2019,Jan,Poland,Raw milk,01/01/2019,31/01/2019,32.48
2019,Jan,Portugal,Raw milk,01/01/2019,31/01/2019,31.09
2019,Jan,Romania,Raw milk,01/01/2019,31/01/2019,31.46
2019,Jan,Slovenia,Raw milk,01/01/2019,31/01/2019,32.56
2019,Jan,Slovakia,Raw milk,01/01/2019,31/01/2019,33.26
2019,Jan,Finland,Raw milk,01/01/2019,31/01/2019,38.6
2019,Jan,Sweden,Raw milk,01/01/2019,31/01/2019,35.96
2019,Jan,UK up to 01/02/2020,Raw milk,01/01/2019,31/01/2019,32.51
2019,Feb,European Union,Raw milk,01/02/2019,28/02/2019,35.232224
2019,Feb,European Union + UK,Raw milk,01/02/2019,28/02/2019,34.97
2019,Feb,Belgium,Raw milk,01/02/2019,28/02/2019,33.71
2019,Feb,Bulgaria,Raw milk,01/02/2019,28/02/2019,30.93
2019,Feb,Czechia,Raw milk,01/02/2019,28/02/2019,34.17
2019,Feb,Denmark,Raw milk,01/02/2019,28/02/2019,34.17
2019,Feb,Germany,Raw milk,01/02/2019,28/02/2019,35.22
2019,Feb,Estonia,Raw milk,01/02/2019,28/02/2019,32.03
2019,Feb,Ireland,Raw milk,01/02/2019,28/02/2019,34.38
2019,Feb,Greece,Raw milk,01/02/2019,28/02/2019,38.88
2019,Feb,Spain,Raw milk,01/02/2019,28/02/2019,32.04
2019,Feb,France,Raw milk,01/02/2019,28/02/2019,36.06
2019,Feb,Croatia,Raw milk,01/02/2019,28/02/2019,33.7
2019,Feb,Italy,Raw milk,01/02/2019,28/02/2019,39.65
2019,Feb,Cyprus,Raw milk,01/02/2019,28/02/2019,58.16
2019,Feb,Latvia,Raw milk,01/02/2019,28/02/2019,30.3
2019,Feb,Lithuania,Raw milk,01/02/2019,28/02/2019,30.66
2019,Feb,Hungary,Raw milk,01/02/2019,28/02/2019,31.43
2019,Feb,Malta,Raw milk,01/02/2019,28/02/2019,46.95
2019,Feb,Netherlands,Raw milk,01/02/2019,28/02/2019,36.5
2019,Feb,Austria,Raw milk,01/02/2019,28/02/2019,38.02
2019,Feb,Poland,Raw milk,01/02/2019,28/02/2019,32.23
2019,Feb,Portugal,Raw milk,01/02/2019,28/02/2019,31.71
2019,Feb,Romania,Raw milk,01/02/2019,28/02/2019,31.37
2019,Feb,Slovenia,Raw milk,01/02/2019,28/02/2019,32.18
2019,Feb,Slovakia,Raw milk,01/02/2019,28/02/2019,33.03
2019,Feb,Finland,Raw milk,01/02/2019,28/02/2019,38.29
2019,Feb,Sweden,Raw milk,01/02/2019,28/02/2019,35.17
2019,Feb,UK up to 01/02/2020,Raw milk,01/02/2019,28/02/2019,32.52
2019,Mar,European Union,Raw milk,01/03/2019,31/03/2019,34.790648
2019,Mar,European Union + UK,Raw milk,01/03/2019,31/03/2019,34.6
2019,Mar,Belgium,Raw milk,01/03/2019,31/03/2019,33.59
2019,Mar,Bulgaria,Raw milk,01/03/2019,31/03/2019,30.76
2019,Mar,Czechia,Raw milk,01/03/2019,31/03/2019,34.21
2019,Mar,Denmark,Raw milk,01/03/2019,31/03/2019,34.17
2019,Mar,Germany,Raw milk,01/03/2019,31/03/2019,34.82
2019,Mar,Estonia,Raw milk,01/03/2019,31/03/2019,31.57
2019,Mar,Ireland,Raw milk,01/03/2019,31/03/2019,32.63
2019,Mar,Greece,Raw milk,01/03/2019,31/03/2019,38.29
2019,Mar,Spain,Raw milk,01/03/2019,31/03/2019,31.65
2019,Mar,France,Raw milk,01/03/2019,31/03/2019,35.03
2019,Mar,Croatia,Raw milk,01/03/2019,31/03/2019,33.33
2019,Mar,Italy,Raw milk,01/03/2019,31/03/2019,39.32
2019,Mar,Cyprus,Raw milk,01/03/2019,31/03/2019,57.89
2019,Mar,Latvia,Raw milk,01/03/2019,31/03/2019,30.34
2019,Mar,Lithuania,Raw milk,01/03/2019,31/03/2019,30.56
2019,Mar,Hungary,Raw milk,01/03/2019,31/03/2019,31.48
2019,Mar,Malta,Raw milk,01/03/2019,31/03/2019,46.71
2019,Mar,Netherlands,Raw milk,01/03/2019,31/03/2019,36.5
2019,Mar,Austria,Raw milk,01/03/2019,31/03/2019,37.64
2019,Mar,Poland,Raw milk,01/03/2019,31/03/2019,32.39
2019,Mar,Portugal,Raw milk,01/03/2019,31/03/2019,30.55
2019,Mar,Romania,Raw milk,01/03/2019,31/03/2019,31.04
2019,Mar,Slovenia,Raw milk,01/03/2019,31/03/2019,32.27
2019,Mar,Slovakia,Raw milk,01/03/2019,31/03/2019,32.78
2019,Mar,Finland,Raw milk,01/03/2019,31/03/2019,37.94
2019,Mar,Sweden,Raw milk,01/03/2019,31/03/2019,35.04
2019,Mar,UK up to 01/02/2020,Raw milk,01/03/2019,31/03/2019,32.76
2019,Apr,European Union,Raw milk,01/04/2019,30/04/2019,34.581104
2019,Apr,European Union + UK,Raw milk,01/04/2019,30/04/2019,34.32
2019,Apr,Belgium,Raw milk,01/04/2019,30/04/2019,32.97
2019,Apr,Bulgaria,Raw milk,01/04/2019,30/04/2019,29.96
2019,Apr,Czechia,Raw milk,01/04/2019,30/04/2019,33.71
2019,Apr,Denmark,Raw milk,01/04/2019,30/04/2019,34.16
2019,Apr,Germany,Raw milk,01/04/2019,30/04/2019,34.49
2019,Apr,Estonia,Raw milk,01/04/2019,30/04/2019,31.71
2019,Apr,Ireland,Raw milk,01/04/2019,30/04/2019,31.66
2019,Apr,Greece,Raw milk,01/04/2019,30/04/2019,38.23
2019,Apr,Spain,Raw milk,01/04/2019,30/04/2019,31.65
2019,Apr,France,Raw milk,01/04/2019,30/04/2019,35.49
2019,Apr,Croatia,Raw milk,01/04/2019,30/04/2019,33.26
2019,Apr,Italy,Raw milk,01/04/2019,30/04/2019,39.07
2019,Apr,Cyprus,Raw milk,01/04/2019,30/04/2019,57.6
2019,Apr,Latvia,Raw milk,01/04/2019,30/04/2019,30.26
2019,Apr,Lithuania,Raw milk,01/04/2019,30/04/2019,30.14
2019,Apr,Hungary,Raw milk,01/04/2019,30/04/2019,30.87
2019,Apr,Malta,Raw milk,01/04/2019,30/04/2019,45.55
2019,Apr,Netherlands,Raw milk,01/04/2019,30/04/2019,36
2019,Apr,Austria,Raw milk,01/04/2019,30/04/2019,37.84
2019,Apr,Poland,Raw milk,01/04/2019,30/04/2019,31.77
2019,Apr,Portugal,Raw milk,01/04/2019,30/04/2019,30.6
2019,Apr,Romania,Raw milk,01/04/2019,30/04/2019,30.22
2019,Apr,Slovenia,Raw milk,01/04/2019,30/04/2019,32.4
2019,Apr,Slovakia,Raw milk,01/04/2019,30/04/2019,32.6
2019,Apr,Finland,Raw milk,01/04/2019,30/04/2019,37.85
2019,Apr,Sweden,Raw milk,01/04/2019,30/04/2019,35.13
2019,Apr,UK up to 01/02/2020,Raw milk,01/04/2019,30/04/2019,31.84
2019,May,European Union,Raw milk,01/05/2019,31/05/2019,34.2332783
2019,May,European Union + UK,Raw milk,01/05/2019,31/05/2019,33.93
2019,May,Belgium,Raw milk,01/05/2019,31/05/2019,32.48
2019,May,Bulgaria,Raw milk,01/05/2019,31/05/2019,29.72
2019,May,Czechia,Raw milk,01/05/2019,31/05/2019,33.42
2019,May,Denmark,Raw milk,01/05/2019,31/05/2019,34.15
2019,May,Germany,Raw milk,01/05/2019,31/05/2019,33.99
2019,May,Estonia,Raw milk,01/05/2019,31/05/2019,31.08
2019,May,Ireland,Raw milk,01/05/2019,31/05/2019,31.47
2019,May,Greece,Raw milk,01/05/2019,31/05/2019,37.86
2019,May,Spain,Raw milk,01/05/2019,31/05/2019,31.55
2019,May,France,Raw milk,01/05/2019,31/05/2019,35.47
2019,May,Croatia,Raw milk,01/05/2019,31/05/2019,33.28
2019,May,Italy,Raw milk,01/05/2019,31/05/2019,39.09
2019,May,Cyprus,Raw milk,01/05/2019,31/05/2019,57.14
2019,May,Latvia,Raw milk,01/05/2019,31/05/2019,29.35
2019,May,Lithuania,Raw milk,01/05/2019,31/05/2019,28.09
2019,May,Hungary,Raw milk,01/05/2019,31/05/2019,30.34
2019,May,Malta,Raw milk,01/05/2019,31/05/2019,45.74
2019,May,Netherlands,Raw milk,01/05/2019,31/05/2019,35.25
2019,May,Austria,Raw milk,01/05/2019,31/05/2019,37.45
2019,May,Poland,Raw milk,01/05/2019,31/05/2019,31.49
2019,May,Portugal,Raw milk,01/05/2019,31/05/2019,30.25
2019,May,Romania,Raw milk,01/05/2019,31/05/2019,28.7
2019,May,Slovenia,Raw milk,01/05/2019,31/05/2019,32.1
2019,May,Slovakia,Raw milk,01/05/2019,31/05/2019,32.61
2019,May,Finland,Raw milk,01/05/2019,31/05/2019,37.41
2019,May,Sweden,Raw milk,01/05/2019,31/05/2019,34
2019,May,UK up to 01/02/2020,Raw milk,01/05/2019,31/05/2019,31.09
2019,Jun,European Union,Raw milk,01/06/2019,30/06/2019,34.0254805
2019,Jun,European Union + UK,Raw milk,01/06/2019,30/06/2019,33.7
2019,Jun,Belgium,Raw milk,01/06/2019,30/06/2019,31.64
2019,Jun,Bulgaria,Raw milk,01/06/2019,30/06/2019,29.44
2019,Jun,Czechia,Raw milk,01/06/2019,30/06/2019,32.99
2019,Jun,Denmark,Raw milk,01/06/2019,30/06/2019,34.15
2019,Jun,Germany,Raw milk,01/06/2019,30/06/2019,33.22
2019,Jun,Estonia,Raw milk,01/06/2019,30/06/2019,30.47
2019,Jun,Ireland,Raw milk,01/06/2019,30/06/2019,31.95
2019,Jun,Greece,Raw milk,01/06/2019,30/06/2019,38.09
2019,Jun,Spain,Raw milk,01/06/2019,30/06/2019,31.17
2019,Jun,France,Raw milk,01/06/2019,30/06/2019,35.74
2019,Jun,Croatia,Raw milk,01/06/2019,30/06/2019,32.52
2019,Jun,Italy,Raw milk,01/06/2019,30/06/2019,39.09
2019,Jun,Cyprus,Raw milk,01/06/2019,30/06/2019,56.79
2019,Jun,Latvia,Raw milk,01/06/2019,30/06/2019,28.53
2019,Jun,Lithuania,Raw milk,01/06/2019,30/06/2019,26.43
2019,Jun,Hungary,Raw milk,01/06/2019,30/06/2019,30.08
2019,Jun,Malta,Raw milk,01/06/2019,30/06/2019,49.07
2019,Jun,Netherlands,Raw milk,01/06/2019,30/06/2019,35.75
2019,Jun,Austria,Raw milk,01/06/2019,30/06/2019,36.33
2019,Jun,Poland,Raw milk,01/06/2019,30/06/2019,31.02
2019,Jun,Portugal,Raw milk,01/06/2019,30/06/2019,30.24
2019,Jun,Romania,Raw milk,01/06/2019,30/06/2019,28.29
2019,Jun,Slovenia,Raw milk,01/06/2019,30/06/2019,31.62
2019,Jun,Slovakia,Raw milk,01/06/2019,30/06/2019,32.18
2019,Jun,Finland,Raw milk,01/06/2019,30/06/2019,36.96
2019,Jun,Sweden,Raw milk,01/06/2019,30/06/2019,34.34
2019,Jun,UK up to 01/02/2020,Raw milk,01/06/2019,30/06/2019,30.63
2019,Jul,European Union,Raw milk,01/07/2019,31/07/2019,33.8240862
2019,Jul,European Union + UK,Raw milk,01/07/2019,31/07/2019,33.54
2019,Jul,Belgium,Raw milk,01/07/2019,31/07/2019,31.12
2019,Jul,Bulgaria,Raw milk,01/07/2019,31/07/2019,29.66
2019,Jul,Czechia,Raw milk,01/07/2019,31/07/2019,32.83
2019,Jul,Denmark,Raw milk,01/07/2019,31/07/2019,34.16
2019,Jul,Germany,Raw milk,01/07/2019,31/07/2019,32.93
2019,Jul,Estonia,Raw milk,01/07/2019,31/07/2019,30.34
2019,Jul,Ireland,Raw milk,01/07/2019,31/07/2019,31.08
2019,Jul,Greece,Raw milk,01/07/2019,31/07/2019,37.93
2019,Jul,Spain,Raw milk,01/07/2019,31/07/2019,31.07
2019,Jul,France,Raw milk,01/07/2019,31/07/2019,35.92
2019,Jul,Croatia,Raw milk,01/07/2019,31/07/2019,32.44
2019,Jul,Italy,Raw milk,01/07/2019,31/07/2019,39.16
2019,Jul,Cyprus,Raw milk,01/07/2019,31/07/2019,57.01
2019,Jul,Latvia,Raw milk,01/07/2019,31/07/2019,28.44
2019,Jul,Lithuania,Raw milk,01/07/2019,31/07/2019,26.21
2019,Jul,Hungary,Raw milk,01/07/2019,31/07/2019,29.83
2019,Jul,Malta,Raw milk,01/07/2019,31/07/2019,50.55
2019,Jul,Netherlands,Raw milk,01/07/2019,31/07/2019,35
2019,Jul,Austria,Raw milk,01/07/2019,31/07/2019,35.97
2019,Jul,Poland,Raw milk,01/07/2019,31/07/2019,30.78
2019,Jul,Portugal,Raw milk,01/07/2019,31/07/2019,30.17
2019,Jul,Romania,Raw milk,01/07/2019,31/07/2019,28.43
2019,Jul,Slovenia,Raw milk,01/07/2019,31/07/2019,31.74
2019,Jul,Slovakia,Raw milk,01/07/2019,31/07/2019,31.99
2019,Jul,Finland,Raw milk,01/07/2019,31/07/2019,37.62
2019,Jul,Sweden,Raw milk,01/07/2019,31/07/2019,34.02
2019,Jul,UK up to 01/02/2020,Raw milk,01/07/2019,31/07/2019,30.82
2019,Aug,European Union,Raw milk,01/08/2019,31/08/2019,34.0168402
2019,Aug,European Union + UK,Raw milk,01/08/2019,31/08/2019,33.69
2019,Aug,Belgium,Raw milk,01/08/2019,31/08/2019,31.5
2019,Aug,Bulgaria,Raw milk,01/08/2019,31/08/2019,29.78
2019,Aug,Czechia,Raw milk,01/08/2019,31/08/2019,32.39
2019,Aug,Denmark,Raw milk,01/08/2019,31/08/2019,34.18
2019,Aug,Germany,Raw milk,01/08/2019,31/08/2019,33.01
2019,Aug,Estonia,Raw milk,01/08/2019,31/08/2019,30.06
2019,Aug,Ireland,Raw milk,01/08/2019,31/08/2019,31.95
2019,Aug,Greece,Raw milk,01/08/2019,31/08/2019,37.93
2019,Aug,Spain,Raw milk,01/08/2019,31/08/2019,31.36
2019,Aug,France,Raw milk,01/08/2019,31/08/2019,36.75
2019,Aug,Croatia,Raw milk,01/08/2019,31/08/2019,32.41
